gene_id	asc_0	asc_1	asc_2	asc_3	asc_4	asc_5	asc_6	idc_0	idc_1	idc_2	idc_3	idc_4	idc_5	idc_6	healthy_0	healthy_1	healthy_2	healthy_3	healthy_4	healthy_5	healthy_6
ENSG00000000003	456	95	73	247	198	304	6	3414	8917	4400	2047	879	783	2071	4622	5276	3112	8356	2437	4147	2909
ENSG00000000005	92	37	32	116	100	6	0	210	0	7	13	9	16	102	1837	324	654	2827	263	581	398
ENSG00000000419	1747	602	467	1429	534	1749	0	2108	2908	2288	2155	2623	2205	1784	1269	1820	1536	2001	1366	1965	1622
ENSG00000000457	727	499	256	1154	220	302	0	2100	4764	1590	1855	1727	371	2336	871	1789	1177	1169	802	1550	1394
ENSG00000000460	1045	992	189	1874	477	589	0	560	2010	847	749	421	374	1735	303	470	344	199	268	563	481
ENSG00000000938	359	120	127	273	234	91	0	562	247	190	156	218	227	448	1695	2510	3031	2469	3000	3357	1022
ENSG00000000971	12541	3417	1941	19009	8158	1795	38	3741	1208	4712	2433	3828	839	3565	3321	5127	10850	7501	6228	4648	5297
ENSG00000001036	499	223	257	594	232	725	151	2054	2072	2656	2566	4182	5980	2318	2193	1999	3664	2536	2323	1987	2457
ENSG00000001084	1457	647	459	2130	577	1534	77	2601	1804	4305	1823	2155	970	1680	1464	2902	2282	5127	2460	2841	2121
ENSG00000001167	1113	503	340	1007	679	594	0	3261	5088	3783	5819	3156	969	3288	2384	2894	1465	1557	769	2876	2243
ENSG00000001460	181	91	21	210	69	78	0	563	756	784	802	553	384	802	583	407	538	563	425	590	535
ENSG00000001461	259	99	144	501	161	223	0	2110	2437	2662	6440	2305	989	2036	880	1359	1397	890	916	1595	1210
ENSG00000001497	1397	504	897	1348	514	1427	0	3382	4454	2644	6075	3700	4297	4183	2785	3969	3531	4148	1923	4229	3869
ENSG00000001561	162	60	23	194	100	71	0	2447	1444	2886	6007	1797	567	2139	1472	1751	1474	3794	1138	1454	1143
ENSG00000001617	1134	371	886	1697	1617	212	0	6532	7017	8921	27012	5798	12637	8546	8329	6431	5116	5854	2325	7438	5204
ENSG00000001626	12	0	0	101	0	10	0	11	13	44	7	32	0	9	9	38	15	17	9	18	17
ENSG00000001629	5462	2969	1425	5287	2495	4843	131	6135	7628	5978	7757	5221	1007	4641	2495	3351	3013	3990	2166	3207	3370
ENSG00000001630	6	3	22	1	16	24	0	255	224	78	80	109	21	209	55	71	84	70	54	66	124
ENSG00000001631	759	609	130	1060	107	484	16	480	537	318	483	341	201	292	1659	2636	2561	2644	1804	2342	2191
ENSG00000002016	687	341	257	1257	407	447	0	624	572	688	684	398	255	438	987	877	875	588	414	2068	1402
ENSG00000002330	70	26	41	55	23	23	0	624	510	412	177	367	2363	96	914	1081	1286	1643	968	1509	1285
ENSG00000002549	3176	1296	1613	2287	1608	2509	318	5561	8294	12957	5148	4077	8205	11261	3913	3966	5270	12222	4203	4787	5465
ENSG00000002586	18385	7112	8545	8955	13118	10122	444	14758	7586	8832	3169	13797	21788	9517	8816	13764	17465	21917	17011	14388	18004
ENSG00000002587	45	163	40	27	22	16	0	232	569	196	149	269	200	348	100	358	450	157	228	715	637
ENSG00000002726	24	34	28	37	8	5	0	181	12	33	49	1055	520	70	4	13	25	19	6	16	6
ENSG00000002745	18	6	101	306	0	17	0	7	0	10	2	6	2	7	4	10	38	4	5	9	22
ENSG00000002746	42	11	29	123	31	5	0	105	21	11	3	212	5	11	61	9	142	62	6	8	21
ENSG00000002822	31	10	19	59	7	9	0	15	10	9	14	13	17	19	1012	1145	1320	1005	878	1401	1324
ENSG00000002834	2351	978	1288	1578	2095	951	13	17027	27573	18251	22859	18532	12164	18061	10469	9130	9540	15174	8127	10104	9353
ENSG00000002919	406	201	205	318	232	298	0	1800	1933	2508	2886	1064	1698	1506	994	1217	1301	1311	1173	1514	988
ENSG00000002933	733	279	267	469	474	166	0	3378	1208	1550	26560	4514	1203	17060	1845	1404	4349	2169	1160	2566	3468
ENSG00000003056	1522	534	815	1703	634	1226	108	4065	3838	5417	6365	6060	1467	6063	2801	3457	3668	2582	2290	3188	2494
ENSG00000003096	558	56	33	157	112	11	0	319	56	541	106	892	92	738	299	479	729	550	90	633	1410
ENSG00000003137	214	51	109	214	227	33	0	325	167	121	84	237	153	255	6696	558	1952	7775	1133	1609	675
ENSG00000003147	1507	652	1123	1823	335	1927	38	4727	3594	2133	2675	2001	2490	2700	1600	3451	1974	3936	1304	2272	2151
ENSG00000003249	3	5	66	12	8	54	0	2009	7374	645	3328	2748	1596	3012	212	514	299	430	33	416	847
ENSG00000003393	3617	2070	1444	4880	1642	2435	24	1846	4859	1732	2638	1404	453	2227	1773	2376	2292	2795	1142	2220	2311
ENSG00000003400	1923	1672	1281	3169	665	1230	59	657	1835	541	489	424	138	571	914	804	1316	4953	845	1376	2922
ENSG00000003402	5038	2567	1563	5364	1928	1391	120	5226	9643	4565	2021	3604	936	6648	12195	16612	15653	28702	11649	18083	12569
ENSG00000003436	2231	907	1368	2285	679	9122	111	893	146	1259	748	2877	363	3384	4561	5502	7084	7385	4065	6691	3284
ENSG00000003509	1472	665	240	1747	517	1270	0	634	1333	515	971	799	517	649	723	997	813	698	541	1008	899
ENSG00000003756	7551	4294	2161	8641	4192	3851	35	5598	3934	2311	4822	2595	3119	4179	9076	12221	10850	12406	5500	14227	14118
ENSG00000003987	340	220	74	840	138	82	0	46	415	56	130	106	383	150	100	280	152	198	91	122	112
ENSG00000003989	1675	731	189	1230	1079	492	0	2006	16288	911	19502	47946	11614	48851	5246	9510	6644	11803	3982	6496	3546
ENSG00000004059	685	298	504	549	737	574	0	5661	6866	4817	4174	4896	7255	6150	3575	3722	3844	3787	3242	4062	4687
ENSG00000004139	143	75	61	94	167	33	0	373	194	340	755	183	197	192	545	644	810	615	445	776	715
ENSG00000004142	1099	608	927	1277	649	1654	0	3446	9700	8075	11441	9050	12836	6671	3855	4012	4653	5390	6013	4735	4134
ENSG00000004399	29758	15792	17887	17391	13157	12319	594	9696	11674	8610	24572	7585	10837	12365	10219	10413	15037	31773	16631	10382	16514
ENSG00000004455	8588	5589	2926	12156	2074	11463	291	6525	7772	9551	12920	6506	6438	8270	4478	6262	6451	5411	5553	6063	5524
ENSG00000004468	120	13	11	44	43	50	0	124	44	97	64	27	13	378	228	71	368	417	1005	71	50
ENSG00000004478	1034	493	611	764	649	2128	115	14736	9681	31989	24418	34386	25945	19635	5558	3303	2746	1182	3941	6757	7185
ENSG00000004487	4152	1857	1188	3767	2010	7573	6	5575	6965	4733	5302	5853	6253	9108	3091	6097	4306	3820	2601	4805	4043
ENSG00000004534	26532	12032	6381	26616	9171	10482	391	5798	4857	2757	6355	3320	4007	4022	10721	16485	13153	11469	8972	17367	15075
ENSG00000004660	291	165	368	477	126	417	0	701	1427	795	313	901	965	618	1108	646	787	982	542	1317	1435
ENSG00000004700	1514	728	335	1465	536	1348	101	1979	1648	2247	2267	2914	325	2225	1358	1445	1858	2411	1220	1342	1215
ENSG00000004766	2055	1358	521	2640	799	2022	81	2874	3863	1854	3180	1807	540	1663	1107	2578	1827	1517	1029	1836	3547
ENSG00000004776	79	7	104	31	129	19	0	168	23	84	24	38	147	135	7672	3560	9744	24123	10853	5060	5111
ENSG00000004777	952	630	446	723	864	363	0	896	1073	450	1085	198	908	518	1869	4623	1940	1771	917	4095	5091
ENSG00000004779	334	121	232	247	167	803	11	3085	3910	4260	2577	4900	8679	2374	1755	1674	1874	1996	2651	1970	1964
ENSG00000004799	13744	1771	725	3205	6956	2597	1	3388	1209	6075	3086	1670	805	6026	102810	83653	81491	43429	82355	110585	2799
ENSG00000004809	37	0	33	32	5	8	0	1	0	1	1	7	3	5	3	31	12	17	55	25	5
ENSG00000004838	68	15	56	87	23	14	0	1045	725	468	799	223	1517	745	119	162	47	67	28	151	146
ENSG00000004846	166	133	37	1395	50	9	0	19	3	125	4	31	4	33	448	100	1091	210	160	306	303
ENSG00000004848	0	0	0	0	0	0	0	178	12	36	180	350	127	0	3	8	9	9	1	15	10
ENSG00000004864	3664	2687	1216	4292	1250	5259	190	1129	2368	2030	2224	3717	980	1643	1479	1335	1858	2155	1201	1411	1364
ENSG00000004866	793	439	352	962	552	2095	0	1521	2081	1196	1031	1222	838	1522	903	1128	1345	1531	808	1348	1422
ENSG00000004897	3338	1994	636	3550	1034	2740	60	4522	5730	6217	6696	5049	2221	5284	3846	3780	3950	7437	2608	4488	4814
ENSG00000004939	18	8	6	20	29	3	0	1	0	0	7	3	2	4	119	2	0	129	3	85	14
ENSG00000004948	25	4	2	54	5	0	0	66	10	52	25	44	2	8	2	0	1	29	8	23	16
ENSG00000004961	501	259	200	725	232	612	77	1252	1809	1452	3255	1673	1323	1650	641	696	791	1097	912	839	657
ENSG00000004975	638	279	457	675	371	538	0	1330	2081	2011	2872	1319	2550	2599	2277	3088	2254	2339	1358	3896	3360
ENSG00000005001	19	1	29	19	4	2	0	670	1901	683	231	1336	3353	474	224	811	220	9	2	624	677
ENSG00000005007	2342	1223	1383	1981	1681	1928	223	9000	13146	6066	5909	5684	4290	8041	6378	6985	7294	7440	4845	9717	8450
ENSG00000005020	1567	775	291	1116	460	1587	0	1733	572	1201	797	1784	760	1452	2750	2204	2796	3528	2140	3400	2425
ENSG00000005022	1290	474	870	1487	923	3376	24	9241	23898	16233	21691	16717	20277	13752	8331	7568	7559	7541	8976	7990	7038
ENSG00000005059	591	289	208	711	139	1161	0	848	1497	631	1302	1182	1054	1495	930	652	938	1151	606	870	1048
ENSG00000005073	36	15	47	73	5	172	0	70	16	17	12	50	61	21	43	0	20	78	64	14	22
ENSG00000005075	583	267	492	361	241	914	38	1498	2096	1468	1472	1346	3529	1489	1064	1240	1343	1561	1095	1601	1476
ENSG00000005100	822	434	545	622	389	1772	0	1216	2748	2034	3366	1888	972	1844	1698	2237	2110	1432	937	1956	1959
ENSG00000005102	114	18	38	106	22	5	0	317	7	769	156	26	105	271	696	845	2811	12191	2017	3013	2809
ENSG00000005108	2910	2992	1713	1938	850	1156	32	545	202	754	421	214	49	489	523	1195	1050	2644	556	1357	2705
ENSG00000005156	2822	1458	799	2618	1136	2484	102	1932	6402	3458	5667	4952	1756	3100	1472	1816	1503	911	651	1575	2248
ENSG00000005175	1622	651	365	1451	349	1464	0	2179	3365	3150	3663	2894	1689	1946	1033	1261	1212	1076	681	1339	1547
ENSG00000005187	97	63	94	129	17	35	0	204	107	204	111	111	27	87	221	713	1290	68	25	503	96
ENSG00000005189	401	187	131	411	181	333	37	533	729	692	499	656	837	325	194	426	294	253	237	239	338
ENSG00000005194	443	146	475	536	304	699	0	2281	2785	1940	2571	3790	3070	3213	1264	1705	1855	1910	1703	1785	1634
ENSG00000005206	921	516	964	914	981	758	51	2403	2051	1345	1257	634	4279	1111	4819	7784	5381	8239	2937	7195	6608
ENSG00000005238	284	186	232	237	200	59	13	1502	2349	905	1755	1109	1266	1395	1164	1312	1641	2840	1785	1307	1521
ENSG00000005243	663	353	447	1026	396	121	0	1715	619	979	262	1532	2052	1686	1051	999	2320	2619	1890	1352	1693
ENSG00000005249	2658	1569	303	799	690	745	1	3328	8097	2679	7904	3271	2498	4052	2427	3479	4578	10566	18836	5817	4378
ENSG00000005302	1541	828	855	1821	951	1363	0	1747	2401	1364	2233	1717	924	1560	2145	2720	2676	3409	1403	2458	2313
ENSG00000005339	23630	10923	7097	24971	10742	10705	75	10905	12258	11316	5734	8377	3831	8816	6713	14485	10765	11636	5286	11993	8449
ENSG00000005379	344	56	241	420	125	56	9	1646	1618	548	1668	478	718	640	1043	6760	2177	623	375	4840	5029
ENSG00000005381	15	8	4	10	2	3	0	18	4	8	5	8	5	14	22	15	21	137	30	33	38
ENSG00000005421	70	13	26	159	13	58	0	196	1258	34	2	1	0	1	5	18	26	24	2	8	29
ENSG00000005436	1346	535	273	1515	217	1229	0	930	1621	936	1435	1388	476	1245	933	1332	1161	1100	598	1225	1200
ENSG00000005448	237	90	176	399	121	470	0	504	1025	539	1223	1331	3539	646	427	543	431	476	217	619	625
ENSG00000005469	779	306	165	975	339	125	0	5275	9016	1108	1754	799	301	1581	731	1420	1092	911	358	1043	1507
ENSG00000005471	355	189	140	1327	157	98	0	266	102	102	165	215	55	131	94	42	49	221	36	22	393
ENSG00000005483	26920	11881	3586	24235	7814	16473	97	7259	8581	5917	8897	5274	828	7256	6166	11015	7665	10620	3768	8536	10812
ENSG00000005486	875	362	420	595	733	792	94	5819	7167	7284	5895	5232	4390	7267	2489	3898	4373	4377	2537	3549	3774
ENSG00000005513	12	1	4	18	28	5	0	45	26	17	7	21	18	48	404	180	203	36	104	289	266
ENSG00000005700	5075	2424	928	5668	1606	4248	45	6649	7180	5441	4333	13771	2939	4658	2578	3411	3402	4152	2512	2905	3192
ENSG00000005801	930	793	397	1911	368	1113	22	1746	2546	932	1276	1269	932	1159	822	1263	1167	1003	745	1197	1104
ENSG00000005810	24106	13900	9058	31608	9495	23779	122	6594	5070	4443	3676	4136	840	5238	6951	8339	8241	8520	11616	6384	6419
ENSG00000005812	1070	444	305	1026	312	504	0	3655	3668	4087	2361	3475	1736	4354	3684	5893	4738	5141	3269	4926	3845
ENSG00000005844	2039	617	427	1018	512	748	40	1232	2506	2755	475	350	194	2516	319	503	374	1246	210	627	534
ENSG00000005882	1591	479	304	1255	948	772	0	1202	1700	1360	2059	1625	1008	1158	887	1796	1488	2227	2632	1854	1523
ENSG00000005884	1661	864	1918	1705	1085	482	134	8648	4110	3698	3852	13618	6590	9813	4863	4839	4332	5225	1183	5149	6081
ENSG00000005889	6230	3504	1852	6798	3182	2631	180	6874	4676	2655	8311	4028	783	12799	3021	2953	3827	2281	1488	2725	2171
ENSG00000005893	2290	947	588	2276	1139	1295	0	17955	24672	26873	34310	25403	6992	18849	5715	8150	7923	7471	6033	7076	7042
ENSG00000005961	184	48	110	72	64	33	0	29	21	22	92	37	76	72	150	70	69	217	45	102	149
ENSG00000005981	2	1	0	0	2	0	0	88	4	15	2	0	0	12	24	24	21	46	7	34	14
ENSG00000006007	432	209	152	509	155	359	0	6629	9680	7864	2971	10760	2307	4870	1690	2488	2084	3156	2316	2044	1775
ENSG00000006015	262	114	224	284	190	175	0	920	871	587	354	407	4730	507	2045	1263	2142	2108	946	2362	2722
ENSG00000006016	310	75	100	154	96	13	0	248	24	66	9	73	232	49	898	268	285	2338	3340	587	1698
ENSG00000006025	479	219	414	564	353	382	0	476	885	385	179	345	1114	691	1211	1681	1345	1348	555	1738	1989
ENSG00000006042	582	241	286	378	661	496	0	2518	4642	5187	1834	2016	948	5443	2031	3188	3508	1633	1174	3027	2482
ENSG00000006047	78	38	43	183	37	37	0	214	503	365	1389	381	1128	449	149	482	190	765	362	536	509
ENSG00000006059	0	0	8	14	0	0	0	0	0	77	6	4	0	7	2	3	2	0	2	0	0
ENSG00000006062	680	289	706	1240	323	343	74	744	918	622	242	344	398	716	1236	1639	1798	2731	627	1892	2009
ENSG00000006071	156	11	3	122	124	4	0	224	1693	233	3057	101	846	2043	153	1305	539	37	61	1009	2328
ENSG00000006116	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000006118	735	525	729	294	634	795	36	6347	4044	2926	3855	8373	26698	3179	477	1511	596	512	262	954	2421
ENSG00000006125	7078	3501	2377	5128	4130	6828	23	18702	38946	25132	88476	28930	14805	29740	12719	16950	11924	9932	7947	18209	17439
ENSG00000006128	7	5	0	0	6	2	0	78	4	40	2	15	15	6	75	109	134	17	5	45	93
ENSG00000006194	770	530	471	1092	399	562	0	3317	3736	3607	1694	2886	3997	2112	1761	2581	2076	2137	929	2455	2052
ENSG00000006210	491	21	33	131	434	20	0	2554	4834	1508	1064	1339	973	1640	11047	10732	6893	14426	2098	32516	28747
ENSG00000006282	1535	617	1182	2242	911	167	21	2769	7558	3819	4514	3903	4788	4540	1761	4571	5971	6882	2338	5214	5959
ENSG00000006283	210	29	104	543	290	28	0	51	18	255	33	108	28	33	46	876	1272	28	43	476	626
ENSG00000006327	48	20	75	18	46	8	0	2692	2972	1709	93	3508	4363	4053	1148	598	969	587	345	955	1639
ENSG00000006377	8	7	3	15	12	1	0	4	0	14	4	1	1	3	10	11	14	24	2	9	15
ENSG00000006432	95	40	53	318	9	32	0	1378	2810	546	2206	1035	334	952	270	797	379	84	123	573	1209
ENSG00000006451	1873	1503	831	839	488	2868	249	4902	3358	5168	6033	9216	3777	5579	2362	2442	2385	3123	1810	3278	3247
ENSG00000006453	647	282	262	1055	94	528	0	1220	2845	3095	6332	831	1130	1740	897	1503	967	951	244	1543	1994
ENSG00000006459	3700	2024	989	5166	968	4955	0	2658	2611	4127	1662	2622	283	1551	5494	4331	6478	6668	3014	5412	3208
ENSG00000006468	830	362	148	761	306	1076	0	1412	681	901	475	2144	517	698	464	761	520	244	103	320	514
ENSG00000006530	930	417	420	892	493	1408	0	1877	2251	1723	1863	1835	1206	1449	1310	2189	1712	1920	1103	1772	2320
ENSG00000006534	116	87	127	135	99	44	11	719	412	1231	326	2471	692	2082	580	495	1412	988	961	778	399
ENSG00000006555	13	8	77	156	4	8	0	379	849	692	3	24	1	1215	193	547	273	27	13	540	309
ENSG00000006576	1832	1236	472	2380	825	1988	50	2779	2335	3398	2741	3108	1007	2188	924	1547	1392	2567	673	1302	1327
ENSG00000006606	25	13	54	2	3	3	0	7	6	17	100	42	9	20	22	10	44	7	46	26	6
ENSG00000006607	1804	1116	874	3604	1155	1578	0	3097	5522	3258	2058	1664	616	2619	1602	1450	1643	2241	1068	1590	2089
ENSG00000006611	12	5	0	28	0	1	0	7	9	5	12	30	3	114	4	6	20	1	6	6	8
ENSG00000006625	21	18	18	25	14	46	2	2441	2743	1672	1429	3500	5303	1384	1948	2124	2731	1093	6846	1901	1713
ENSG00000006634	853	777	267	1137	209	2611	0	700	1026	709	667	518	346	852	339	623	400	398	209	568	371
ENSG00000006638	220	50	834	244	224	495	4	173	71	118	309	149	182	233	173	90	113	247	264	291	233
ENSG00000006652	17	7	0	4	2	9	0	425	262	286	354	264	348	230	5286	3609	3344	4583	2941	7216	3800
ENSG00000006659	0	0	0	0	0	0	0	10	0	1	1	0	0	0	11	0	0	0	0	0	0
ENSG00000006695	840	230	283	867	400	1138	0	622	1558	644	1593	795	951	1059	639	727	594	727	944	653	702
ENSG00000006704	854	643	859	1258	635	959	82	2828	4132	1632	1801	2228	1323	2107	848	1726	849	1736	678	1685	2260
ENSG00000006712	2706	1011	1109	2416	1271	1417	131	4900	5592	4908	4329	4934	6649	5963	2717	4203	3892	3497	2414	4143	4467
ENSG00000006715	3228	1474	1186	3360	1272	3177	78	4523	3636	6033	8961	4903	3293	3356	2094	3329	3100	2965	1899	2912	3097
ENSG00000006740	363	328	260	477	381	758	0	365	3652	139	1897	892	118	686	702	871	444	676	238	681	724
ENSG00000006744	2388	1231	2259	3617	1530	4915	57	2609	6408	2832	5167	4151	5154	5297	2829	4058	4456	5432	3572	3949	4604
ENSG00000006747	104	72	224	193	223	25	0	4083	193	392	284	1051	173	256	87	80	229	879	70	223	191
ENSG00000006756	629	263	294	404	181	59	0	11674	13421	3402	13560	5686	1372	5861	1658	4837	2933	1270	1579	2716	4362
ENSG00000006757	174	51	41	196	46	47	0	2372	2100	1362	6987	3805	1195	2141	521	666	889	812	590	471	601
ENSG00000006788	1409	1516	86	338	201	30	0	34	15	17	9	25	20	43	13	10	24	14	0	9	7
ENSG00000006831	1176	411	248	563	829	615	7	20489	7006	13773	15363	8496	15830	5493	4894	12550	7548	9496	10636	7280	6353
ENSG00000006837	225	112	50	351	13	72	0	46	46	48	38	56	33	23	94	119	87	191	65	158	134
ENSG00000007001	34	14	0	21	10	2	0	12	11	12	19	4	3	9	7	17	5	3	0	7	24
ENSG00000007038	15	6	24	88	1	803	0	40	448	1050	5	16	6	2468	16	56	9	11	3	29	31
ENSG00000007047	1849	711	1108	1156	987	884	27	2953	6680	2496	2651	1599	2090	1807	2049	2268	1882	2362	1592	2768	2580
ENSG00000007062	1063	739	987	493	7	5853	0	486	14603	15488	1044	82	11	1511	507	2224	1758	10	8	2698	154
ENSG00000007080	678	202	588	357	499	763	296	2153	2347	1455	1133	1371	5366	2038	2922	2383	2864	2958	2100	3735	2596
ENSG00000007129	185	37	113	178	63	94	0	101	38	25	59	65	135	64	138	27	81	237	39	23	55
ENSG00000007168	5787	3237	1432	6321	3310	3124	0	7323	10452	7390	23617	8782	5154	9712	6194	9547	9817	11299	5755	8547	8004
ENSG00000007171	360	244	201	229	306	896	0	87	29	18	98	73	15	38	41	61	18	149	22	63	20
ENSG00000007174	84	12	40	271	24	10	0	28	38	14	331	4	11	154	110	40	49	66	553	131	107
ENSG00000007202	7931	4653	4106	9465	3745	8392	0	6653	12699	9173	26102	26518	4483	9989	4901	8828	7903	6233	5911	6974	4473
ENSG00000007216	18	0	9	32	0	1	0	95	11260	149	29	6	3	22	137	581	286	2	4	437	7
ENSG00000007237	1414	484	1042	2659	746	238	135	4364	1254	3122	928	4829	1252	3815	2084	2145	10690	3327	3309	3122	7763
ENSG00000007255	128	54	307	178	30	111	0	1384	1706	2526	770	483	1800	1515	541	956	751	990	525	951	888
ENSG00000007264	88	21	38	75	32	196	24	165	32	49	154	167	178	83	62	48	70	747	43	705	66
ENSG00000007306	1	0	1	0	0	0	0	49	125	27	23	92	1	6	17	4	14	2	1	0	0
ENSG00000007312	32	2	16	8	21	5	0	203	8	132	18	16	58	103	317	192	328	228	488	632	493
ENSG00000007314	1367	131	105	1788	2032	323	0	113	21	19	145	29	61	90	30636	5681	3336	6169	6106	13589	1210
ENSG00000007341	1196	547	368	1571	327	698	15	792	655	609	1877	411	828	463	657	715	692	531	429	856	816
ENSG00000007350	11	5	0	16	10	2	0	4	2	1	1	0	29	13	52	10	8	57	12	37	19
ENSG00000007372	27	17	0	55	16	13	0	29	15	7	0	17	3	6	0	3	4	7	0	2	1
ENSG00000007376	49	29	134	142	42	163	0	1512	1424	1725	452	936	7036	1237	737	1157	1265	1454	753	1275	1051
ENSG00000007384	1037	572	856	1759	1073	347	51	3921	6078	2856	618	3140	5778	3012	4897	5920	5596	6622	2305	5620	7555
ENSG00000007392	2522	850	1873	2928	1276	2089	45	3008	3502	1463	1512	2248	4749	1829	4630	8464	5776	4586	2427	8185	7417
ENSG00000007402	124	51	36	209	40	14	1	1321	1415	1329	7648	527	1330	1231	172	650	400	353	360	438	573
ENSG00000007516	188	148	198	124	178	133	36	1149	781	5308	462	776	7531	2059	1592	962	920	1123	636	2307	2935
ENSG00000007520	165	58	296	126	128	141	0	1556	1553	2101	847	1565	8462	1584	1283	1365	1624	1899	1603	2044	1601
ENSG00000007541	476	276	526	549	518	392	0	4615	4380	3992	1387	2272	10573	3046	2003	4134	3328	2807	1907	4065	3740
ENSG00000007545	71	32	131	85	63	67	21	1636	1616	1161	1088	1052	1202	938	3088	6545	3989	4318	2322	5759	4100
ENSG00000007866	436	212	185	650	295	61	11	2628	2527	1964	1252	2868	1572	2576	2951	3882	3882	2109	960	3479	3512
ENSG00000007908	139	35	27	67	146	20	0	552	147	1405	109	18	58	436	51	167	74	15740	140	623	8478
ENSG00000007923	1300	602	1241	1741	687	2080	2	1567	2402	1518	1459	1692	940	2551	1425	1768	1861	2029	1625	1890	1839
ENSG00000007933	833	459	32	2015	152	24	0	483	112	277	97	125	33	168	475	690	160	2409	234	603	131
ENSG00000007944	901	306	441	997	613	357	2	3973	2022	3278	16353	9635	1082	7924	3161	4457	3426	3729	2205	4600	3814
ENSG00000007952	10	1	0	23	1	12	0	37	72	115	142	151	143	67	8	9	10	7	5	9	11
ENSG00000007968	10	14	69	96	24	46	0	227	362	521	449	254	1107	1082	25	20	78	51	15	44	36
ENSG00000008018	1006	341	775	983	640	1331	12	7875	8756	5537	4427	10231	18445	6034	6930	6117	7651	9611	5246	7914	6569
ENSG00000008056	18	14	10	6	5	15	0	35	47	49	2326	41	32	117	44	56	48	57	32	100	170
ENSG00000008083	3329	1340	1390	3201	2050	2363	41	2642	4681	2120	3956	2779	799	2691	1524	2443	1796	2835	1184	1725	2689
ENSG00000008086	3671	2304	829	2305	3125	2483	0	2860	2556	1819	1597	3005	640	1088	1317	1639	1383	1138	838	1253	1681
ENSG00000008118	54	8	38	20	1	3	0	9	7	2	615	170	4	24	4	4	5	2	0	6	4
ENSG00000008128	7	28	5	15	2	2	0	18	22	18	35	20	92	30	1712	2803	2205	3360	1022	2620	2060
ENSG00000008130	782	378	873	778	648	842	28	3169	2745	3027	1586	2627	3694	4066	5179	5323	6120	5369	6702	7354	3159
ENSG00000008196	460	19	53	322	55	25	0	784	22792	1130	3	268	1	6216	848	6050	2479	31	18	1385	2089
ENSG00000008197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000008226	337	131	133	627	122	63	0	72	47	13	142	22	10	47	152	421	133	1151	108	210	524
ENSG00000008256	1985	694	641	1652	1805	788	56	4382	846	1521	3980	3236	2560	1704	6529	6431	6126	11288	4785	7879	6413
ENSG00000008277	2850	2086	266	1741	660	2536	25	963	171	730	1366	574	280	426	170	568	595	1143	208	366	940
ENSG00000008282	879	310	386	780	548	1424	0	11245	11817	16458	3047	10967	3518	10331	7412	8105	6312	7455	5492	8961	6206
ENSG00000008283	91	57	289	177	146	119	36	12493	13015	22495	5883	9499	35105	8976	1648	3314	3633	2159	991	3131	4025
ENSG00000008294	12823	5803	3585	14482	4494	6654	191	6830	6870	6116	10637	11891	2325	5962	9542	8512	8835	12407	6135	9120	9194
ENSG00000008300	252	90	449	532	61	209	0	759	492	177	4276	2423	1444	492	361	512	234	1358	105	421	379
ENSG00000008311	3905	2230	575	3461	2011	3035	14	811	514	257	1197	679	111	340	2036	3797	4660	3081	5193	2791	2299
ENSG00000008323	299	121	382	458	78	27	0	530	859	1045	637	1356	1123	1787	620	683	1350	9202	1014	1110	646
ENSG00000008324	172	25	98	206	61	325	0	1089	849	807	1374	625	1440	613	504	689	524	540	422	745	731
ENSG00000008382	225	105	191	252	101	142	0	558	675	340	255	441	1352	604	360	443	475	339	405	568	534
ENSG00000008394	744	149	131	184	512	721	0	11495	10049	1947	493	28904	11207	17033	12578	9007	11034	20665	40225	13524	6549
ENSG00000008405	1286	462	296	965	698	651	9	1444	1495	1810	2201	1681	754	2037	1634	1897	2057	2207	1270	2351	1744
ENSG00000008438	36	32	27	93	12	8	0	5	3	0	0	0	1	0	8	7	3	18	3	0	13
ENSG00000008441	5248	1308	3260	7903	3851	3688	148	14717	10652	6338	993	3699	587	6806	4654	8268	12103	11875	6530	9040	14263
ENSG00000008513	357	244	198	233	274	363	0	4460	20008	19622	27322	6237	5897	4116	5767	4568	4241	5053	4394	3305	2683
ENSG00000008516	188	99	74	96	55	112	0	122	84	96	36	26	112	457	94	77	126	61	49	111	167
ENSG00000008517	1159	576	822	360	772	339	24	714	1046	493	641	1146	688	11440	1270	355	525	1377	495	1900	1825
ENSG00000008710	9679	5452	13061	15258	9100	4964	342	4221	2922	2589	1236	2781	2185	1686	9059	9545	13946	15355	9160	14129	11512
ENSG00000008735	33	25	31	62	41	15	0	1498	546	1067	8416	4877	3993	3285	439	263	247	125	1174	373	173
ENSG00000008838	1883	724	1719	2187	1320	2058	43	3271	8395	4204	6795	30906	3036	5337	4270	6394	5892	6156	3206	6332	5990
ENSG00000008853	352	222	180	258	281	191	4	1452	1386	563	447	1384	2268	2149	1930	3071	1965	1731	977	3058	799
ENSG00000008869	5123	2967	1907	7427	2201	3697	49	3447	6863	3619	8641	3411	981	3357	2117	5438	3867	5307	2805	3075	3825
ENSG00000008952	12662	3875	1916	4375	2610	5797	180	13593	18051	12700	22200	13682	5035	11771	5685	6925	7493	9963	5475	8314	6280
