gene_id	asc_0	asc_1	asc_2	asc_3	asc_4	asc_5	asc_6	idc_0	idc_1	idc_2	idc_3	idc_4	idc_5	idc_6	healthy_0	healthy_1	healthy_2	healthy_3	healthy_4	healthy_5	healthy_6
ENSG00000140463	2354	1157	561	2714	1011	1403	5	1589	2346	2101	1958	1663	968	1469	1000	1656	1247	1346	683	1466	1592
ENSG00000140464	3982	2239	2683	4531	3160	1885	155	3863	4060	2961	1848	2891	1996	6562	12771	10627	9728	28040	5519	11116	11021
ENSG00000140465	4	1	0	0	1	192	0	3	0	3	11	50	8	5	3481	174	13	176	289	6396	1162
ENSG00000140470	189	24	102	404	117	40	0	173	361	141	22	137	38	52	44	121	157	155	102	192	232
ENSG00000140471	609	286	167	789	150	423	0	889	990	777	771	870	526	640	824	1023	1069	750	540	892	846
ENSG00000140474	507	198	677	1586	425	774	0	1784	2791	1762	2362	1104	5316	2232	3929	4756	4528	4808	2130	4154	3925
ENSG00000140478	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0
ENSG00000140479	1146	574	651	633	406	1382	78	3597	1266	722	3322	897	54	1944	217	462	390	211	234	486	232
ENSG00000140481	3	0	4	8	0	1	0	10	61	11	28	10	23	109	2	5	13	5	0	0	12
ENSG00000140488	3	4	0	12	1	0	0	0	1	0	2	0	0	0	1326	1424	727	1281	288	1233	1285
ENSG00000140497	863	337	607	768	643	573	0	6734	9865	7005	9803	8353	7899	8782	3743	5827	5871	4704	4756	5519	4006
ENSG00000140505	0	0	0	0	1	0	0	3	0	0	0	0	0	2	4	0	4	0	42	0	4
ENSG00000140506	0	0	0	11	5	0	0	0	1	1	0	0	0	0	16	3	7	10	4	11	2
ENSG00000140511	491	114	516	259	142	88	24	948	210	465	101	380	512	1009	819	2306	1102	2936	607	2971	1389
ENSG00000140519	11	0	15	7	0	0	0	11	33	504	9	3	26	31	52	56	62	138	69	98	69
ENSG00000140521	3179	1524	2662	4035	1674	2474	30	2930	2873	1904	1502	2591	1808	3308	4180	3567	4182	4984	3442	4902	3676
ENSG00000140522	47	51	44	257	15	6	0	0	1	0	1	0	0	0	3	0	1	7	1	7	0
ENSG00000140525	2275	1740	635	3571	1218	6422	60	1131	3219	2402	2172	1458	2101	3749	573	855	748	1028	411	859	761
ENSG00000140526	976	365	541	929	790	720	96	11091	9239	55205	25331	9421	2600	12037	5353	4940	4043	5229	3043	4701	3667
ENSG00000140527	100	37	19	101	14	5	0	215	266	176	114	32	39	65	68	147	65	144	46	113	125
ENSG00000140534	957	749	362	1156	502	2051	25	150	594	377	314	127	383	706	269	130	215	360	121	313	229
ENSG00000140538	1043	277	90	437	260	23	0	198	69	172	29600	48	34	727	907	3177	3210	1409	1415	621	2873
ENSG00000140543	1	0	0	5	0	3	0	109	100	37	182	86	34	58	416	585	431	659	432	683	630
ENSG00000140545	2999	836	1558	3165	2380	524	236	9134	3852	3273	1339	5030	8256	7191	15878	25366	35800	23659	22255	23454	14017
ENSG00000140548	773	351	591	586	521	275	0	1373	2981	1071	547	1065	509	1079	455	750	800	592	341	863	1110
ENSG00000140553	872	414	1221	934	868	772	31	4089	5627	3996	3613	3411	9484	7318	4010	4193	4042	3330	3250	5696	4783
ENSG00000140557	37	2	3	7	4	1	0	64	37	46	0	52	35	43	27	24	24	2	2	10	40
ENSG00000140563	505	167	445	1158	195	104	0	261	164	196	36	253	22	128	474	761	748	334	154	512	649
ENSG00000140564	1579	712	1854	1246	1563	732	34	7693	1576	5656	6610	7901	7159	8922	8528	8823	8641	12651	9399	9437	5420
ENSG00000140575	25739	11504	8252	18410	13707	12397	413	23608	51380	26250	19857	26207	6467	35135	14120	15123	15982	17764	10432	14088	16051
ENSG00000140577	5053	1382	732	2383	3431	2035	9	3688	5827	2677	3193	2861	1461	4922	4094	5713	6036	9331	3408	6405	5825
ENSG00000140598	1179	573	593	1678	378	1429	0	2124	3417	1685	2921	1846	1316	2759	1343	1341	869	757	653	1189	1230
ENSG00000140600	40	0	0	9	3	0	0	0	2	2	6	6	0	1	5	37	7	7	2	7	11
ENSG00000140612	1600	784	592	1313	539	2638	37	5143	9671	6425	5224	8007	8781	8359	6801	6033	6611	7659	6763	8494	5735
ENSG00000140623	0	3	1	4	0	0	0	4	9	0	0	3	1	5	3	14	4	3	2	7	16
ENSG00000140632	2108	935	1159	1982	983	1522	6	10860	13579	11664	6274	7723	5582	6603	4446	6308	5571	6974	3938	5982	6433
ENSG00000140650	1562	611	605	1260	742	1403	0	814	1318	1470	513	1402	450	641	379	460	483	381	334	401	313
ENSG00000140675	38	0	54	58	12	10	0	9	4	2	9	0	6	4	6	6	3	6	1	13	5
ENSG00000140678	2122	1882	1323	2460	1453	1043	0	1386	1250	241	626	891	1046	1587	803	474	461	3517	277	1751	491
ENSG00000140682	1962	1194	1921	1406	3257	1340	20	2440	900	1110	643	2157	2500	1633	6211	3236	5558	5030	3030	4772	6338
ENSG00000140688	959	325	972	1070	585	670	41	4033	3754	3662	1497	3110	1544	2009	3214	4106	3852	3214	2184	3853	4261
ENSG00000140691	333	159	537	366	405	320	0	1020	810	673	420	711	2295	543	985	1344	1339	1192	802	1071	769
ENSG00000140694	2498	1233	648	2968	785	1975	0	5845	8075	6502	4976	8963	3795	6314	1753	2876	2704	2947	1614	2842	2849
ENSG00000140718	4591	1676	1703	5366	2713	2832	28	13735	3045	5602	5956	11782	1126	7187	2763	7650	3989	3783	1794	5966	7987
ENSG00000140740	4239	1655	1487	4021	2278	6675	0	10132	17833	11850	10546	20122	7657	8605	6564	7540	7700	8814	12344	8776	7419
ENSG00000140743	763	393	365	681	373	514	6	5482	4641	2378	2651	3871	1189	2431	2188	1456	1616	2840	856	1559	2683
ENSG00000140749	783	584	121	726	172	667	0	975	769	342	646	776	629	747	61	24	151	270	341	287	122
ENSG00000140750	3776	2402	2268	4859	2173	5035	105	3451	4652	2671	3012	3287	2198	3905	4901	5161	5537	10755	3610	5805	7276
ENSG00000140795	8	0	0	4	0	4	0	19	14	47	8	108	5	78	18	4	13	39	12	12	20
ENSG00000140798	12	2	0	1	4	0	0	193	383	1	20	168	1	0	0	2	2	0	0	0	8
ENSG00000140807	80	10	37	288	10	11	0	353	861	484	637	409	57	182	352	1596	1566	643	467	416	643
ENSG00000140829	3749	1515	2687	3299	2274	2834	36	3110	2265	2167	1926	3549	2381	4583	4273	6412	5776	8713	3000	5499	4819
ENSG00000140830	149	62	42	199	51	139	0	369	457	423	705	374	478	615	481	484	571	454	355	638	490
ENSG00000140832	24	3	28	16	8	3	0	1122	2505	642	1244	1251	1015	1180	183	746	254	11	1	505	367
ENSG00000140835	14	0	1	4	0	2	0	13	9	2	1	3	1	9	7	20	11	28	24	12	2
ENSG00000140836	8184	4286	3564	8194	4073	5980	199	3650	2129	2576	11353	5545	1680	2323	1730	2832	3504	2060	2804	1944	2524
ENSG00000140839	19	0	17	32	21	4	0	24	0	5	9	1	5	2	4	10	3	16	144	8	7
ENSG00000140848	2715	1616	1396	1682	2474	1988	0	1474	912	1197	1449	1535	2542	3112	3663	2192	2899	6155	2639	3672	3211
ENSG00000140853	5580	3355	10069	10651	6842	9374	87	1764	1485	1362	506	1504	991	3976	2353	2187	2646	9776	1181	2455	2928
ENSG00000140854	575	284	886	722	498	2029	7	1249	1292	778	1214	909	1898	2173	1174	1400	1464	1152	833	1456	1348
ENSG00000140859	1021	904	1810	1331	661	447	20	1232	364	736	242	1650	1089	1193	5297	1688	2350	5918	1832	4837	2242
ENSG00000140873	1075	514	241	800	226	43	0	123	18	105	5	9	12	119	890	175	282	1792	126	302	221
ENSG00000140876	25	5	18	69	19	18	0	53	135	26	116	115	7	124	88	90	114	182	131	108	137
ENSG00000140905	70	135	6	205	20	185	0	52	65	40	154	44	41	38	336	443	498	684	680	386	663
ENSG00000140931	1429	739	612	1079	1697	1446	0	5753	3229	3005	1739	4789	4426	3993	2990	1927	3334	4429	2698	3093	3655
ENSG00000140932	44	11	5	63	24	59	0	12	3	8	2	3	21	5	13	22	16	29	7	12	15
ENSG00000140937	3576	2178	890	3186	2621	424	112	16017	4513	8223	4624	29492	2714	7873	1527	2669	2863	2721	1150	1470	3799
ENSG00000140939	151	66	265	240	67	41	0	2114	1150	1396	671	2119	6156	1471	1514	2453	1904	2621	1674	2245	2907
ENSG00000140941	1004	393	303	831	1459	691	0	4915	4742	4672	7953	7795	2255	6060	7666	13819	6847	14026	7730	8195	5271
ENSG00000140943	4889	2506	2140	4626	2325	2917	48	13071	9431	9342	23402	15793	3681	13964	5447	16480	7443	7198	6129	9838	7776
ENSG00000140945	4844	2984	718	1820	2427	3247	0	779	567	519	609	1503	53	484	2469	836	1867	3126	627	714	1723
ENSG00000140948	1708	1079	863	2329	1164	2165	21	3237	3419	2615	4300	4398	910	3177	4402	5984	4223	5221	2142	5347	4436
ENSG00000140950	298	147	173	226	120	120	0	1049	1741	846	1177	2712	402	2226	691	1303	933	816	505	952	1160
ENSG00000140955	14	11	4	10	4	0	0	2	2	8	0	1	2	2	17	62	36	83	9	14	23
ENSG00000140961	53	5	32	51	42	20	0	430	236	465	570	413	2238	1036	370	422	827	1120	398	533	453
ENSG00000140968	1207	590	825	1099	531	732	22	1257	610	607	489	594	486	1199	251	263	1546	4535	2287	744	527
ENSG00000140983	1636	1088	1435	2097	1405	1889	24	5968	4056	5040	1084	3802	18959	3015	6963	9826	8719	10633	4349	10003	10353
ENSG00000140986	0	0	0	4	0	3	0	3	6	8	28	17	22	18	12	7	9	10	9	14	16
ENSG00000140987	225	116	102	221	82	145	0	1626	1446	1489	951	1310	992	846	52	68	54	48	30	52	43
ENSG00000140988	3674	1512	5083	3851	3025	15424	32	36119	65256	34603	21969	32074	160602	46267	63749	49724	53558	39450	52934	66533	40598
ENSG00000140990	745	336	295	571	404	890	30	3592	4322	4985	2525	5713	21667	3793	2413	2468	3280	3369	3092	3259	2672
ENSG00000140992	618	248	197	764	389	444	23	3332	4568	3917	3082	4294	1176	2273	1671	2918	2629	3126	1911	2544	1978
ENSG00000140993	0	0	0	0	0	0	0	152	301	224	203	90	32	69	151	135	102	69	61	178	126
ENSG00000140995	756	457	860	719	711	737	6	2304	2408	1272	2061	1448	1425	1991	3592	3954	3738	3697	2926	4340	3584
ENSG00000141002	6558	2510	3443	4529	3917	3423	284	4398	4723	3899	4761	5989	3990	7574	6795	7953	8169	10626	5391	8801	7763
ENSG00000141012	1114	582	879	1911	903	489	12	1493	962	885	1638	2497	761	1355	1072	1278	1228	826	1112	1506	1128
ENSG00000141013	509	149	493	572	295	624	67	849	1306	528	649	696	396	1174	662	1246	862	879	467	1140	1078
ENSG00000141026	85	16	38	62	85	106	0	797	1499	825	1595	839	1293	980	965	1227	1092	1265	923	1180	1150
ENSG00000141027	17693	8330	4559	17265	6288	11490	478	8040	14102	12831	25698	7334	3266	11714	6671	7834	6398	7797	4572	7418	6814
ENSG00000141030	1076	553	454	1336	510	2085	0	1976	3939	3071	5756	2819	3004	4335	2026	2200	2061	2391	2112	2643	2078
ENSG00000141034	263	99	174	273	152	273	122	837	1201	696	3201	754	475	1225	1004	1026	1167	1468	1053	1518	973
ENSG00000141040	231	94	62	267	62	98	106	517	1558	401	2018	547	75	716	212	366	385	472	211	281	298
ENSG00000141052	183	36	31	316	32	31	0	51	20	126	41	5	4	29	396	686	349	526	450	184	830
ENSG00000141068	4041	1900	2133	3091	2265	1785	306	605	610	513	1435	573	161	2259	3355	2487	2572	3578	1691	4755	3325
ENSG00000141076	3164	1419	1240	2960	1615	5998	67	1737	1999	1895	3962	2628	1394	3123	1960	2295	2228	2368	2008	2138	1616
ENSG00000141084	812	488	382	924	518	415	2	2207	2228	1535	1875	1915	1482	2535	2572	4241	2859	2708	1864	3827	4190
ENSG00000141086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	135	157	503	67	135	153
ENSG00000141096	8	2	6	46	4	75	0	4	12	1	1	1	0	10	6	1	19	43	15	3	2
ENSG00000141098	291	189	379	251	168	55	0	2680	2430	1439	2551	1679	2052	1927	1409	2798	1826	2561	1436	1711	2017
ENSG00000141101	443	187	476	534	231	1041	23	1175	1443	879	1310	1189	1586	1582	1296	1463	1625	1225	1352	1925	1453
ENSG00000141127	587	252	143	614	296	603	0	987	2054	1433	2135	1126	1354	1612	933	1348	1003	1093	687	1558	1571
ENSG00000141161	53	18	47	21	13	3	0	4	5	17	5	14	2	5	8	12	5	16	2	7	9
ENSG00000141179	422	92	205	143	179	152	0	775	1661	2306	2211	1849	890	1666	1264	791	1026	1130	1138	1118	833
ENSG00000141194	3	2	1	0	0	0	0	5	0	1	2	0	0	4	0	1	0	0	0	0	0
ENSG00000141198	416	108	163	602	86	81	0	1716	3923	2302	8459	7865	658	2570	423	1255	495	436	350	641	849
ENSG00000141200	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	1	0	2	0
ENSG00000141219	1351	653	295	1099	262	758	1	1230	1975	1782	2176	1122	1389	833	746	1179	1215	733	758	1212	1043
ENSG00000141232	1119	200	371	1712	170	314	35	6818	8396	13193	15636	26987	4520	6285	4098	8587	4361	2678	3930	5189	16711
ENSG00000141252	2465	1113	1056	2879	1065	1566	20	2353	4035	1713	5572	3280	1677	4561	1916	2419	2289	2609	1438	3184	2469
ENSG00000141255	19	3	0	99	10	3	0	1	0	5	1	26	1	5	38	82	34	79	19	7	6
ENSG00000141258	2731	1155	1655	2633	1833	1704	63	2960	5176	1592	4074	1126	6905	2171	5722	12845	7172	6162	1967	10297	13492
ENSG00000141279	4687	3140	2291	6760	2235	3581	47	6338	6918	8704	14207	6110	2557	7257	4387	6238	6572	5460	4779	7055	4871
ENSG00000141293	247	112	204	240	65	85	0	782	1090	1852	1791	32	440	1159	111	309	118	114	33	322	202
ENSG00000141294	89	50	146	157	14	42	43	462	925	317	392	121	238	303	34	108	59	57	53	79	92
ENSG00000141295	311	101	298	361	193	132	0	1297	1267	1214	792	924	5129	1575	2613	3169	2925	5373	5594	4497	5812
ENSG00000141298	6615	5052	1556	4931	2229	4211	56	1630	3285	1406	1692	1836	976	2488	1781	2163	3876	6317	2959	2141	1784
ENSG00000141314	27	9	1	36	28	2	0	96	69	54	12	458	196	78	72	83	177	199	15	149	85
ENSG00000141316	0	0	0	0	0	0	0	0	1	3	1	4	1	0	2	2	0	2	0	1	0
ENSG00000141337	258	88	208	722	99	601	0	1793	1924	2069	3015	3798	642	674	478	1724	583	366	424	776	1335
ENSG00000141338	3731	944	744	13125	3063	267	6	893	48	394	410	350	51	490	7432	2305	5349	9597	3776	7663	8878
ENSG00000141349	4072	1777	1621	1960	2558	8175	0	2983	6520	6040	15267	2900	8330	5723	2538	3228	4219	2319	2645	2753	3402
ENSG00000141367	21561	10604	5632	15527	9482	13303	119	41859	49493	62297	56115	121284	121650	40188	12014	13478	14653	14868	13615	13379	13667
ENSG00000141371	1	0	0	0	0	4	0	1	1	0	8	1	490	8	2	2	0	15	9	2	4
ENSG00000141376	3516	1848	664	3760	2216	1524	0	1328	1717	1792	4312	10277	6468	2272	928	1491	1352	1652	966	1356	1473
ENSG00000141378	449	282	167	503	125	346	12	1083	1572	1320	1688	2598	11447	1046	702	879	881	742	495	695	528
ENSG00000141380	3222	1326	544	3590	1417	1777	0	5793	8524	5128	14710	5642	3712	4960	3825	6035	5908	6064	3312	5305	5288
ENSG00000141384	792	376	376	1350	271	2758	0	319	212	211	701	245	12	249	577	759	789	492	471	815	500
ENSG00000141385	2035	860	1626	2149	1033	4007	6	2128	2903	2489	4478	2752	1492	2147	1573	2129	2225	2080	2276	1945	1834
ENSG00000141391	222	136	57	153	119	266	0	147	176	177	513	78	332	128	270	351	235	269	130	505	592
ENSG00000141401	337	118	392	936	152	610	0	609	1209	1114	1973	312	1266	1177	1337	765	977	1168	895	1342	821
ENSG00000141404	293	55	42	288	56	16	0	293	58	195	1199	154	91	335	732	538	499	991	352	706	566
ENSG00000141424	2788	762	419	2055	662	885	0	203401	122997	209217	135856	26327	324036	39121	3916	15969	6055	1970	2364	10078	7625
ENSG00000141425	775	171	303	923	271	1082	16	4153	4877	5701	8950	4565	2312	2979	3404	4229	3243	3722	1989	4286	4008
ENSG00000141428	233	70	98	339	123	316	0	509	718	431	939	554	554	295	425	652	611	849	581	613	409
ENSG00000141429	4329	2343	968	3787	1356	3948	25	9672	12578	9716	8862	9133	3747	6213	3041	3191	3045	4619	1920	3140	2769
ENSG00000141431	165	13	11	226	63	5	4	36	3	21	12	14	8	20	164	132	130	111	71	101	361
ENSG00000141433	14	2	0	5	7	0	0	239	1	94	129	1	16	187	58	499	72	357	94	30	0
ENSG00000141434	108	43	6	282	27	14	0	0	3	1	4	0	1	0	10	6	2	7	4	19	5
ENSG00000141437	9	2	0	1	4	0	0	3	1	0	1	2	0	3	0	0	0	0	0	3	0
ENSG00000141441	219	71	102	622	213	32	13	803	2588	787	94	509	139	180	1691	892	706	941	975	1604	913
ENSG00000141446	2825	1502	541	3171	413	1809	0	2077	1860	1393	2209	1320	780	831	1013	1255	1005	1391	581	1292	948
ENSG00000141447	2621	1045	747	2818	997	4727	21	3846	2618	2869	5744	3175	613	2202	4225	6755	5032	6959	5449	5911	5426
ENSG00000141448	1759	335	102	214	588	37	12	142	144	321	276	179	263	160	407	303	1192	647	365	475	494
ENSG00000141449	409	245	97	991	198	84	0	2414	2258	855	545	243	70	72	313	1271	1096	1012	3190	1087	555
ENSG00000141452	1572	807	361	1879	634	777	0	928	1010	781	2259	959	491	729	1112	1351	1430	1701	1134	1483	1167
ENSG00000141456	1450	497	2074	1108	711	2043	1488	2910	5909	4225	4867	2522	9781	7347	2829	4419	4039	3616	1689	4624	4286
ENSG00000141458	3999	1752	1495	4441	2342	1663	26	2692	2394	2189	8538	2783	1469	1974	2598	3197	3545	2537	2064	3858	2363
ENSG00000141469	104	38	13	87	28	14	0	203	63	54	178	29	40	70	72	53	45	86	68	270	287
ENSG00000141480	3568	1374	1447	2799	2103	2413	22	1815	1811	1105	3191	1690	5133	2848	1311	1596	2804	3522	2601	2797	1466
ENSG00000141485	19	14	10	1	0	2	0	7	0	7	238	3	1	10	87	40	24	9	18	109	12
ENSG00000141497	276	139	86	280	223	34	0	171	761	104	66	56	213	287	154	350	225	442	103	278	182
ENSG00000141499	413	215	406	331	366	654	12	414	836	491	1001	341	1633	959	484	560	492	530	277	554	498
ENSG00000141503	5276	2279	4495	7232	3662	4205	246	4435	7719	5090	5839	3575	4791	6626	7223	10741	8975	12608	3979	11496	11162
ENSG00000141504	439	126	296	490	217	333	12	1003	1484	782	3593	1155	3989	2050	2471	2492	2923	3041	3227	3952	2546
ENSG00000141505	78	34	304	105	39	218	0	42	21	20	12	16	119	59	75	76	128	76	71	134	90
ENSG00000141506	637	229	411	584	460	137	0	689	347	261	405	393	333	799	432	334	1116	1238	1581	802	172
ENSG00000141510	1448	745	1402	1389	665	2848	9	3787	7333	3160	5422	3153	2688	7338	2037	2452	2676	1818	1368	2918	2889
ENSG00000141519	1213	155	290	854	514	351	33	1164	1170	476	718	312	545	614	448	759	754	601	406	675	806
ENSG00000141522	2932	1203	3285	2163	1693	2589	110	8520	7891	7528	6067	6894	17886	11693	11367	7745	10592	10853	8000	9471	8456
ENSG00000141524	2022	792	3481	2146	894	1038	207	2291	4056	4837	501	2310	10102	3252	9043	2364	3857	5735	2716	5545	3316
ENSG00000141526	270	219	469	158	331	184	88	1134	611	1373	622	7420	14585	1461	1804	824	883	1292	847	982	874
ENSG00000141527	33	1	120	188	10	10	0	2063	1486	1244	767	586	1849	303	255	1048	326	109	61	623	1503
ENSG00000141540	1546	455	257	541	1947	746	0	429	401	197	860	327	74	420	452	522	643	990	481	934	976
ENSG00000141542	308	90	190	346	147	185	18	1038	1352	1185	1649	503	970	639	836	1505	1332	1115	646	1571	1268
ENSG00000141543	957	421	580	1007	612	1344	112	7262	6552	9466	16785	4561	11716	7198	3145	3857	3692	2903	2546	3800	4239
ENSG00000141551	2623	781	941	2564	1879	1244	32	9154	10393	8105	10950	5745	14777	8138	9211	13194	11648	11271	7402	10846	8831
ENSG00000141552	199	88	253	153	190	168	23	2688	3030	4172	2988	2022	22985	3863	1926	1823	2065	2202	2286	2528	2084
ENSG00000141556	12374	4594	6741	7732	7617	8130	322	5636	5658	5752	10562	4850	16131	6340	5349	7432	5744	6299	3805	6671	6831
ENSG00000141560	382	164	303	303	243	273	130	2681	2157	3974	3140	1910	4040	3611	1580	2408	1683	2385	1657	2248	2076
ENSG00000141562	1333	504	858	1205	831	2164	179	1608	1711	1976	2642	2389	4409	1676	1921	3062	3665	4363	1821	3906	2835
ENSG00000141564	2502	1508	1740	2394	1701	1796	271	2137	2385	2163	3506	1575	3190	2565	1437	2435	2243	2242	1819	1797	1554
ENSG00000141568	1896	646	746	1272	1313	1781	20	3688	4630	4073	5859	2776	5187	4139	2408	3227	3017	3491	1881	3327	3328
ENSG00000141569	299	192	467	392	175	412	36	1782	1944	1189	1597	952	3148	1605	1667	1213	1932	1805	1071	2134	1401
ENSG00000141570	144	115	158	193	97	101	0	581	684	937	294	641	3879	465	601	394	140	292	182	342	270
ENSG00000141574	93	18	82	56	55	49	0	519	5299	1840	142	775	2627	2382	630	667	1054	1863	536	2228	1610
ENSG00000141576	446	275	209	136	70	335	44	141	279	160	1034	61	47	80	550	417	701	981	3364	840	412
ENSG00000141577	354	230	487	473	201	316	0	1017	810	804	865	593	4334	1029	1124	1267	1125	1409	431	1517	2068
ENSG00000141579	2254	1103	1320	3978	695	1030	97	476	1070	587	493	289	470	235	314	748	255	90	29	368	242
ENSG00000141580	2680	1247	710	2546	1022	1798	0	5446	6497	10550	7765	4474	6007	4524	5244	7235	6075	8306	3313	6656	5983
ENSG00000141582	204	115	191	366	101	141	0	4181	2840	9467	3069	3968	12239	1601	668	1813	750	1445	396	1138	1619
ENSG00000141622	376	140	147	449	127	647	0	244	576	50	2744	119	23	303	238	479	601	244	87	154	269
ENSG00000141627	3438	1735	782	4499	1464	3774	585	3005	3657	3228	6567	3818	2220	2449	2409	2935	2697	2518	1796	3487	2369
ENSG00000141639	1	0	4	29	0	1	0	3354	1	21	1	83	0	10	57	77	96	30	26	92	183
ENSG00000141642	72	31	50	88	32	43	0	184	161	221	586	101	79	251	276	369	438	399	349	349	310
ENSG00000141644	3076	1605	1946	3908	1343	1707	0	3367	3269	2618	4204	2433	1846	2211	4683	6525	5692	7541	3055	6717	5675
ENSG00000141646	3074	1300	655	2763	1540	1978	1	3839	3640	3211	7379	2882	1661	3572	5025	7647	6491	7262	3877	7213	5378
ENSG00000141655	483	167	270	846	213	2045	0	203	125	559	433	394	220	419	126	518	415	481	241	581	296
ENSG00000141664	2764	1125	577	2359	1224	3133	21	1374	2710	1777	2156	1797	857	1530	2091	2435	2514	3610	2194	2889	3345
ENSG00000141665	7	15	3	2	9	4	0	58	67	21	314	71	22	62	39	94	30	19	24	46	61
ENSG00000141668	0	0	0	0	0	1	0	28	2	18	779	134	3	4	7	8	5	31	0	0	4
ENSG00000141682	32	4	24	81	64	7	0	1049	2682	6101	155	131	298	393	95	183	36	246	5	150	365
ENSG00000141696	210	79	377	148	228	303	0	1942	2936	4444	2075	2563	6177	3271	671	959	751	311	335	958	1119
ENSG00000141698	419	213	231	614	303	928	19	1393	2104	1881	3358	1051	3774	2325	2391	2335	2551	2124	2017	3266	2516
ENSG00000141699	813	398	711	714	482	528	0	4264	8081	8712	12514	4060	8963	7785	2204	4339	3614	3090	2833	3919	3288
ENSG00000141736	1779	605	1576	2600	1147	314	0	14215	32263	16084	15026	408733	15018	15524	4169	17261	5943	1155	1463	9625	11388
ENSG00000141738	92	4	151	170	20	118	0	749	2250	862	2695	12190	1651	1481	1383	5105	1020	62	12	3053	2193
ENSG00000141741	82	10	86	121	35	62	0	874	1829	2392	8362	23032	4180	1458	921	1235	1231	770	875	1443	1050
ENSG00000141744	26	4	0	4	7	18	0	6	38	5	28	998	11	29	82	985	557	92	325	659	87
ENSG00000141748	4	10	0	8	4	1	0	1	0	0	9	8	1	2	0	0	2	2	3	3	3
ENSG00000141750	787	3	45	86	5	4	35	486	3	634	7	74	7	236	7120	9014	7413	63	29	11025	1225
ENSG00000141753	4961	1919	3887	2244	5001	1034	122	50360	38721	51683	5934	22875	61030	75042	55715	78481	123800	57568	35938	111659	72421
ENSG00000141756	3222	1163	3601	2768	4195	4535	234	6354	15858	13287	4473	11941	23514	18747	4943	5215	8743	3800	3616	5070	7188
ENSG00000141759	389	168	109	539	131	722	12	2035	2238	2879	7613	2605	5355	1930	2151	1688	2030	2175	1874	1960	1975
ENSG00000141837	230	101	50	282	225	28	0	140	138	124	26	244	84	124	157	332	379	282	234	215	465
ENSG00000141854	26	7	54	32	6	3	0	1517	1318	263	453	821	3200	834	140	243	143	40	27	209	217
ENSG00000141858	368	176	544	286	262	358	0	2459	3639	1386	2412	2453	6158	3726	2057	1069	1200	1058	1305	2465	1933
ENSG00000141867	11541	4315	3091	7062	3670	6580	212	6101	7773	3306	7229	3841	3186	8544	7171	10013	8302	9380	4826	10381	7964
ENSG00000141873	40	25	70	39	31	33	0	765	826	360	668	262	1879	706	722	963	1152	1112	1151	985	1073
ENSG00000141905	4767	1224	2144	3357	3411	2579	67	15223	16494	9894	14838	5236	7937	21142	7583	11574	14578	10009	11165	11596	10154
ENSG00000141933	8	7	17	2	15	3	0	145	53	54	17	19	408	37	328	324	376	498	327	470	385
ENSG00000141934	54	29	42	184	55	21	4	5461	8573	2629	4440	465	10637	6069	855	1948	1305	260	101	2313	846
ENSG00000141946	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
ENSG00000141956	637	254	378	794	289	456	0	883	1302	587	538	609	450	763	855	1289	1453	1548	403	1241	1227
ENSG00000141959	3491	1489	4029	3709	3318	2644	48	9336	10187	8145	2603	11373	22082	10467	11178	9642	9482	15238	8952	12133	10575
ENSG00000141965	3	0	6	0	6	2	0	99	72	34	67	40	50	62	110	232	182	155	66	242	171
ENSG00000141968	1074	428	500	1048	478	283	31	757	331	691	209	937	942	1575	177	123	446	542	472	333	171
ENSG00000141971	788	256	339	299	334	460	0	1612	3026	1143	1513	858	4291	1888	1833	1648	2145	2055	1532	2399	1944
ENSG00000141977	4	0	0	0	0	3	0	17	467	2	40	12	71	37	0	0	0	0	0	0	6
ENSG00000141985	1085	485	1524	1264	694	790	158	4335	4733	2589	1968	3805	6551	4475	4612	3988	4806	6440	4582	5236	5914
ENSG00000141994	360	132	626	554	274	623	7	920	479	391	360	614	855	673	1554	2866	2675	1999	1340	2571	1420
ENSG00000142002	1454	941	1516	1744	973	1129	239	4339	6183	1723	4436	3909	3724	4226	4209	3652	4199	4458	3420	4332	3157
ENSG00000142025	0	0	0	0	0	0	0	4	7	35	0	9	0	7	1	2	0	2	0	1	0
ENSG00000142039	367	207	375	453	307	183	0	2635	5884	3331	2969	1342	1430	4117	1950	2353	2629	2109	1501	2812	2135
ENSG00000142046	285	73	179	179	120	90	0	115	115	61	68	113	162	131	1031	1121	939	841	583	1629	953
ENSG00000142065	728	345	127	1211	111	206	0	1317	1997	885	2172	765	305	812	584	1049	693	492	268	807	950
ENSG00000142082	265	100	275	391	150	203	0	1924	2026	1334	1602	1066	2451	1792	1266	2643	1827	1921	1264	2103	2509
ENSG00000142089	7412	3385	4268	4374	7306	4315	100	17797	21835	27634	4484	17131	39892	81353	36877	26040	47752	35457	24978	30785	32496
ENSG00000142102	1661	527	1187	1304	1073	728	42	4841	1536	3476	3938	367	5387	4077	8829	46125	6866	5627	2854	44525	23663
ENSG00000142149	91	59	97	198	71	20	0	814	1903	941	66	379	36	1827	155	137	502	120	56	233	724
